jan13,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
8890000000000,08890000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,08890000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",1
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,18900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",5
8890000000000,58900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",10
8890000000000,58900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,サーモダイリューション・カテーテル・2000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・1000,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,TD・カテーテル・１０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
8890000000000,58900000000000,サーモダイリューション・カテーテル・２０００,日本バイオプティマル,732880000,B00200501011,サーモダイリューション用カテーテル　一般型　標準型　標準型,"9,790",30
