gtin14,jan3,jan4,jan13
30900000000000,088,0885,0885000000000
30900000000000,088,0885,0885000000000
30900000000000,088,0885,0885000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,085,0850,0850000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0884,0884000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
30900000000000,088,0886,0886000000000
